what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350919041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350919610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350921136
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350924485
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308350929233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350932310
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350938417
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350940259
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350941829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350944350
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350945600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350949721
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350951241
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350955603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350956220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350963335
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350967505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350969363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350970570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308350982991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350983410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350986443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350991160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308350992131
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308350993889
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308350998335
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308350999982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308351000390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308351001267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308351008742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351009183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351015037
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308351019165
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308351022166
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308351024196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308351027807
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308351030249
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308351031356
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308351036349
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308351037906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308351041616
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308351045565
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308351045921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308351047198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308351051711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351052174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351055891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308351077601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351083807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351129175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351135871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351139580
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308351142903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308351147828
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308351154766
