what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345011416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345012358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345012921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345137098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345143274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345144433
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308345146069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345154464
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345158761
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308345162116
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308345175276
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308345181207
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308345183366
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308345185734
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.comment",1308345188397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345197895
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.comment",1308345201596
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345226750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308345229122
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1308345242817
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1308345242940
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1308345242940
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1308345243013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345243041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345244315
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.showAnnotation",1308345244343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345249221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345271646
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308345278646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345284503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345285534
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308345289328
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308345289523
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345296741
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345296756
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345305874
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308345307472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345326255
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345327778
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308345330355
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308345330548
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345336793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345343570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345347811
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345347922
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345347958
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345347959
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308345355819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308345356491
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345357769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308345358367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345363615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345371139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345372221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345375043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345375712
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345378621
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345380596
no handler,command,org.eclipse.jdt.debug.ui,,"org.eclipse.jdt.debug.ui.commands.AllInstances",1308345383636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345385467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345405491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1308345405522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345407439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345421916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1308345421944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345422724
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345442613
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345442629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345442699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1308345442735
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345454529
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308345455864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345461928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345463420
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345463463
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345463464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345467770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345469186
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345469246
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345469247
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345480086
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345483342
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345485681
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345487027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345494646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345497293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345498573
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345498613
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345498615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345501863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345503240
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345503293
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345503295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345512031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345515612
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345519291
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1308345522676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345526874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345527455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345534512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345536644
executed,command,com.python.pydev.refactoring,2.1.0.2011052613,"org.python.pydev.refactoring.ui.actions.RenameCommand",1308345536687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345536730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345536813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345542075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345545404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345546208
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1308345546230
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308345546768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345548534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345549079
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345550490
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308345551076
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345551619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345554682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345559894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345561625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345594815
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345595539
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345596512
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308345596794
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345597290
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308345597706
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345598377
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308345599722
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308345600042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345601275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345633337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.previous",1308345634379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.previous",1308345635238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.previous",1308345635663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345636334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308345637452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.previous",1308345639886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.previous",1308345640295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345641533
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345643080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308345656510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345659050
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308345659864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345686100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308345691999
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308345704232
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308345706895
