what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308348895832
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308348895860
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308348901426
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1308348904925
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308348905905
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308348906358
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308348911263
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308348917669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308348919275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349179577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349509620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349551649
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349553864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349556537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349590507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349595847
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349613229
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349613259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349613300
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349613318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349619465
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349623852
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349623871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349623935
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349623980
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349628112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349641919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349648498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349661005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349663357
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308349666689
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349672821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349678320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349678356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349681641
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1308349681661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1308349681661
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349683769
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349688149
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349688711
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349688712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308349688724
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349692110
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349692511
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349692511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308349692522
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308349693727
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349694203
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308349694203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308349694219
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349696630
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349701664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349704649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349704683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349717274
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1308349717294
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1308349717294
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349719497
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349721647
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349722477
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349722477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308349722494
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349723654
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349728442
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349728596
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349728620
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349731985
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349734555
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349738062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349742522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349742557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349757681
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1308349757702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1308349757702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349764269
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349767977
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349770684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349771265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349771303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349779980
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1308349780005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1308349780005
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349781785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349786214
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349787809
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349788195
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308349790666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349792249
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349795426
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349800920
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308349803700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349810673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349811721
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349813570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349822747
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349832837
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308349835508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349850147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349855517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349858458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349865644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349874291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349875161
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349880194
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349882030
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349882030
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349883101
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308349885809
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308349893111
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308349901153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349906057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349907205
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308349912725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349915264
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349917046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308349919001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349928586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349930373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349931834
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349932593
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308349933985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349936321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349943526
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308349947584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349954551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349955145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308349958148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308349963497
